decision_idx,agent_x,agent_y,chosen_idx,subgoal_x,subgoal_y,R,k,termination,q_selected,num_valid,timestamp
1401,-2.674874177123205,2.482208835614469,0,-3.899965422304825,0.9352939631358975,2.4933724153018946,7,SUBGOAL_REACHED,12.095724105834961,7,2629673
1411,-1.6479313683724013,3.2993784941786735,3,9.71735803852219,8.12265168862908,-0.6616663328721001,10,MAX_STEPS,12.038215637207031,5,2629673
1421,-0.2543672339715636,4.4955261111760585,3,9.71735803852219,8.12265168862908,2.082381667850921,10,MAX_STEPS,11.97619915008545,7,2629673
1431,-1.8864962147270221,2.8448843883227495,0,-3.899965422304825,0.9352939631358975,0.31384248545379123,10,MAX_STEPS,11.92563247680664,7,2629673
1441,-1.694058027591113,1.6393171342929695,2,7.745417792085655,-4.184520016942785,-2.0244705088964787,10,MAX_STEPS,11.875205993652344,6,2629673
1451,-0.8938705972649517,2.7572131353441325,3,9.71735803852219,8.12265168862908,-0.9087873683283281,10,MAX_STEPS,11.811792373657227,7,2629673
1458,-2.1929242947720944,1.9582987265473413,0,-3.899965422304825,0.9352939631358975,2.3912265683585443,7,SUBGOAL_REACHED,11.742355346679688,7,2629673
1468,-0.15798955553840996,2.976234155846774,3,9.71735803852219,8.12265168862908,2.271491012582566,10,MAX_STEPS,11.689366340637207,5,2629673
1478,1.771312858743458,4.563802959580032,1,5.719643134462145,7.962250548245428,2.626666720459545,10,MAX_STEPS,,7,2629673
1488,-0.17677264700673884,3.3860613289736543,0,-3.899965422304825,0.9352939631358975,0.13368791071465605,10,MAX_STEPS,11.621970176696777,7,2629673
1498,1.8667432788280034,4.330554286666204,4,8.454627544558683,7.644633529205729,2.2976387775657794,10,MAX_STEPS,11.59157657623291,7,2629673
1508,3.7848504230428226,6.470709324966735,1,5.719643134462145,7.962250548245428,-0.8419733791110708,10,MAX_STEPS,11.571738243103027,7,2629673
1518,1.7253828616130682,5.435387272239093,0,-3.899965422304825,0.9352939631358975,0.12090564204852873,10,MAX_STEPS,11.541669845581055,7,2629673
1528,3.62687761420209,6.935623938624957,1,5.719643134462145,7.962250548245428,0.6586072847054818,10,MAX_STEPS,11.508259773254395,7,2629673
1538,3.5927050375251675,7.68223503349405,0,-3.899965422304825,0.9352939631358975,-2.603992739811699,10,MAX_STEPS,11.475107192993164,7,2629673
1540,3.9329322037801004,7.804524257744626,1,5.719643134462145,7.962250548245428,2.775301625392405,2,SUBGOAL_REACHED,11.421523094177246,7,2629673
1550,3.8993919757030797,8.59478394069325,3,9.71735803852219,8.12265168862908,-2.7647673128789663,10,MAX_STEPS,,6,2629673
1560,2.3656991968287486,6.905149480878479,0,-3.899965422304825,0.9352939631358975,0.1703798591888697,10,MAX_STEPS,11.337043762207031,5,2629673
