mihir@mihir-jetson:~/Data/DTQN/fov$ python train_dtqn.py 500 --eval-every 25 --save-every 10 --video-every 25
[ep  409/500] FAIL | dec=100 R=+124.23 gdist= 22.6 | eps=0.1500 buf= 20000 upd= 26258 | 7.5s
[ep  410/500] FAIL | dec=100 R= +92.80 gdist= 15.6 | eps=0.1500 buf= 20000 upd= 26358 | 7.4s
[ep  411/500] FAIL | dec=100 R= +96.07 gdist= 14.3 | eps=0.1500 buf= 20000 upd= 26458 | 8.1s
[ep  412/500] FAIL | dec=100 R= -34.86 gdist= 11.3 | eps=0.1500 buf= 20000 upd= 26558 | 8.3s
[ep  413/500] FAIL | dec=100 R= +66.02 gdist= 16.6 | eps=0.1500 buf= 20000 upd= 26658 | 8.4s
[ep  414/500] FAIL | dec=100 R= -11.91 gdist= 16.3 | eps=0.1500 buf= 20000 upd= 26758 | 8.8s
[ep  415/500] FAIL | dec=100 R= +97.60 gdist= 18.0 | eps=0.1500 buf= 20000 upd= 26858 | 8.7s
[ep  416/500] FAIL | dec=100 R=  -6.94 gdist= 24.3 | eps=0.1500 buf= 20000 upd= 26958 | 8.8s
[ep  417/500] OK   | dec= 40 R= +45.87 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 26998 | 3.3s
[ep  418/500] FAIL | dec=100 R= +55.05 gdist= 14.5 | eps=0.1500 buf= 20000 upd= 27098 | 8.7s
[ep  419/500] FAIL | dec=100 R=  +9.50 gdist= 10.0 | eps=0.1500 buf= 20000 upd= 27198 | 8.7s
[ep  420/500] OK   | dec= 60 R= +67.44 gdist=  2.0 | eps=0.1500 buf= 20000 upd= 27258 | 5.2s
[ep  421/500] FAIL | dec=100 R=+106.11 gdist= 11.9 | eps=0.1500 buf= 20000 upd= 27358 | 8.8s
[ep  422/500] FAIL | dec=100 R= +73.09 gdist= 15.6 | eps=0.1500 buf= 20000 upd= 27458 | 8.3s
[ep  423/500] FAIL | dec=100 R= +74.91 gdist= 18.5 | eps=0.1500 buf= 20000 upd= 27558 | 8.4s
[ep  424/500] FAIL | dec=100 R=  -6.35 gdist= 17.8 | eps=0.1500 buf= 20000 upd= 27658 | 8.7s
MovieWriter ffmpeg unavailable; trying to use <class 'matplotlib.animation.PillowWriter'> instead.
[ep  425/500] FAIL | dec=100 R= +89.78 gdist=  9.9 | eps=0.1500 buf= 20000 upd= 27758 | 197.1s [video saved]
  >>> Last 25 eps: success=16.00%  avg_R=+72.64  total_time=4389s
[ep  426/500] FAIL | dec=100 R= +93.02 gdist= 21.5 | eps=0.1500 buf= 20000 upd= 27858 | 8.2s
[ep  427/500] FAIL | dec=100 R=+107.70 gdist= 15.0 | eps=0.1500 buf= 20000 upd= 27958 | 7.6s
[ep  428/500] FAIL | dec=100 R=+148.89 gdist= 11.8 | eps=0.1500 buf= 20000 upd= 28058 | 7.6s
[ep  429/500] FAIL | dec=100 R=+137.90 gdist= 13.4 | eps=0.1500 buf= 20000 upd= 28158 | 7.6s
[ep  430/500] FAIL | dec=100 R= +73.37 gdist= 14.4 | eps=0.1500 buf= 20000 upd= 28258 | 7.8s
[ep  431/500] FAIL | dec=100 R= +70.52 gdist= 13.7 | eps=0.1500 buf= 20000 upd= 28358 | 7.4s
[ep  432/500] FAIL | dec=100 R=+127.45 gdist= 18.3 | eps=0.1500 buf= 20000 upd= 28458 | 7.6s
[ep  433/500] OK   | dec= 24 R= +34.50 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 28482 | 1.8s
[ep  434/500] FAIL | dec=100 R=+132.01 gdist= 10.8 | eps=0.1500 buf= 20000 upd= 28582 | 7.7s
[ep  435/500] FAIL | dec=100 R= +87.28 gdist= 13.5 | eps=0.1500 buf= 20000 upd= 28682 | 7.4s
[ep  436/500] FAIL | dec=100 R=+129.37 gdist= 14.8 | eps=0.1500 buf= 20000 upd= 28782 | 7.4s
[ep  437/500] OK   | dec= 83 R=+156.44 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 28865 | 6.1s
[ep  438/500] FAIL | dec=100 R=+155.34 gdist= 19.2 | eps=0.1500 buf= 20000 upd= 28965 | 7.3s
[ep  439/500] FAIL | dec=100 R= +12.57 gdist= 11.1 | eps=0.1500 buf= 20000 upd= 29065 | 7.5s
[ep  440/500] FAIL | dec=100 R= +92.54 gdist= 15.3 | eps=0.1500 buf= 20000 upd= 29165 | 7.5s
[ep  441/500] FAIL | dec=100 R= +55.16 gdist= 15.7 | eps=0.1500 buf= 20000 upd= 29265 | 7.5s
[ep  442/500] FAIL | dec=100 R=+149.94 gdist= 15.5 | eps=0.1500 buf= 20000 upd= 29365 | 7.4s
[ep  443/500] FAIL | dec=100 R=+117.53 gdist= 21.4 | eps=0.1500 buf= 20000 upd= 29465 | 7.5s
[ep  444/500] FAIL | dec=100 R= +32.77 gdist= 16.8 | eps=0.1500 buf= 20000 upd= 29565 | 7.5s
[ep  445/500] FAIL | dec=100 R= +16.77 gdist=  9.4 | eps=0.1500 buf= 20000 upd= 29665 | 7.8s
[ep  446/500] FAIL | dec=100 R=+148.66 gdist= 10.8 | eps=0.1500 buf= 20000 upd= 29765 | 8.2s
[ep  447/500] FAIL | dec=100 R=+117.31 gdist= 17.3 | eps=0.1500 buf= 20000 upd= 29865 | 8.0s
[ep  448/500] OK   | dec= 79 R= +96.48 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 29944 | 5.8s
[ep  449/500] FAIL | dec=100 R= +38.52 gdist= 21.5 | eps=0.1500 buf= 20000 upd= 30044 | 7.8s
MovieWriter ffmpeg unavailable; trying to use <class 'matplotlib.animation.PillowWriter'> instead.
[ep  450/500] FAIL | dec=100 R= +82.30 gdist= 18.7 | eps=0.1500 buf= 20000 upd= 30144 | 199.4s [video saved]
  >>> Last 25 eps: success=12.00%  avg_R=+96.57  total_time=4762s
[ep  451/500] FAIL | dec=100 R= +83.97 gdist= 16.1 | eps=0.1500 buf= 20000 upd= 30244 | 7.5s
[ep  452/500] FAIL | dec=100 R= +81.86 gdist= 17.3 | eps=0.1500 buf= 20000 upd= 30344 | 7.4s
[ep  453/500] FAIL | dec=100 R=+128.39 gdist= 14.6 | eps=0.1500 buf= 20000 upd= 30444 | 8.0s
[ep  454/500] FAIL | dec=100 R=+139.08 gdist= 14.2 | eps=0.1500 buf= 20000 upd= 30544 | 8.5s
[ep  455/500] FAIL | dec=100 R=+105.00 gdist= 16.0 | eps=0.1500 buf= 20000 upd= 30644 | 7.8s
[ep  456/500] OK   | dec= 40 R=+125.92 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 30684 | 3.2s
[ep  457/500] OK   | dec= 89 R=+125.85 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 30773 | 7.6s
[ep  458/500] OK   | dec= 53 R= +56.35 gdist=  1.9 | eps=0.1500 buf= 20000 upd= 30826 | 4.6s
[ep  459/500] FAIL | dec=100 R=  +8.98 gdist= 12.6 | eps=0.1500 buf= 20000 upd= 30926 | 8.2s
[ep  460/500] FAIL | dec=100 R=+105.15 gdist= 14.8 | eps=0.1500 buf= 20000 upd= 31026 | 8.1s
[ep  461/500] OK   | dec= 54 R= +65.86 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 31080 | 4.4s
[ep  462/500] OK   | dec= 18 R= +94.84 gdist=  1.9 | eps=0.1500 buf= 20000 upd= 31098 | 1.5s
[ep  463/500] FAIL | dec=100 R= +96.02 gdist= 13.4 | eps=0.1500 buf= 20000 upd= 31198 | 8.3s
[ep  464/500] FAIL | dec=100 R=  -2.97 gdist= 14.5 | eps=0.1500 buf= 20000 upd= 31298 | 7.6s
[ep  465/500] FAIL | dec=100 R= +64.66 gdist= 16.7 | eps=0.1500 buf= 20000 upd= 31398 | 7.6s
[ep  466/500] FAIL | dec=100 R= +34.14 gdist= 17.9 | eps=0.1500 buf= 20000 upd= 31498 | 7.5s
[ep  467/500] OK   | dec= 73 R=+137.61 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 31571 | 5.5s
[ep  468/500] FAIL | dec=100 R=+123.30 gdist= 15.5 | eps=0.1500 buf= 20000 upd= 31671 | 7.4s
[ep  469/500] OK   | dec= 63 R= +81.16 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 31734 | 4.7s
[ep  470/500] FAIL | dec=100 R= +81.51 gdist= 14.6 | eps=0.1500 buf= 20000 upd= 31834 | 7.4s
[ep  471/500] FAIL | dec=100 R=+105.66 gdist= 23.6 | eps=0.1500 buf= 20000 upd= 31934 | 7.8s
[ep  472/500] FAIL | dec=100 R= +68.89 gdist= 14.5 | eps=0.1500 buf= 20000 upd= 32034 | 7.4s
[ep  473/500] FAIL | dec=100 R= +42.40 gdist= 12.7 | eps=0.1500 buf= 20000 upd= 32134 | 7.4s
[ep  474/500] FAIL | dec=100 R= +24.12 gdist= 10.6 | eps=0.1500 buf= 20000 upd= 32234 | 7.5s
MovieWriter ffmpeg unavailable; trying to use <class 'matplotlib.animation.PillowWriter'> instead.
[ep  475/500] FAIL | dec=100 R= -34.97 gdist= 15.9 | eps=0.1500 buf= 20000 upd= 32334 | 210.2s [video saved]
  >>> Last 25 eps: success=28.00%  avg_R=+77.71  total_time=5136s
[ep  476/500] FAIL | dec=100 R= +56.49 gdist= 17.0 | eps=0.1500 buf= 20000 upd= 32434 | 7.5s
[ep  477/500] FAIL | dec=100 R= +93.67 gdist= 14.6 | eps=0.1500 buf= 20000 upd= 32534 | 7.4s
[ep  478/500] OK   | dec= 32 R= +40.63 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 32566 | 2.4s
[ep  479/500] FAIL | dec=100 R= +54.79 gdist= 14.0 | eps=0.1500 buf= 20000 upd= 32666 | 7.4s
[ep  480/500] OK   | dec= 65 R=+108.41 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 32731 | 4.8s
[ep  481/500] FAIL | dec=100 R= +67.96 gdist= 18.7 | eps=0.1500 buf= 20000 upd= 32831 | 7.8s
[ep  482/500] FAIL | dec=100 R=+103.86 gdist=  9.3 | eps=0.1500 buf= 20000 upd= 32931 | 7.3s
[ep  483/500] OK   | dec= 79 R=+148.99 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 33010 | 5.8s
[ep  484/500] FAIL | dec=100 R=+145.99 gdist= 11.1 | eps=0.1500 buf= 20000 upd= 33110 | 7.3s
[ep  485/500] OK   | dec= 86 R=+169.63 gdist=  1.9 | eps=0.1500 buf= 20000 upd= 33196 | 6.5s
[ep  486/500] FAIL | dec=100 R= +39.10 gdist= 13.9 | eps=0.1500 buf= 20000 upd= 33296 | 7.9s
[ep  487/500] FAIL | dec=100 R=+169.46 gdist= 14.6 | eps=0.1500 buf= 20000 upd= 33396 | 7.2s
[ep  488/500] FAIL | dec=100 R= +96.50 gdist= 12.3 | eps=0.1500 buf= 20000 upd= 33496 | 7.5s
[ep  489/500] OK   | dec= 82 R= +29.11 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 33578 | 6.7s
[ep  490/500] FAIL | dec=100 R= +34.05 gdist= 16.1 | eps=0.1500 buf= 20000 upd= 33678 | 8.7s
[ep  491/500] FAIL | dec=100 R=+185.47 gdist= 11.5 | eps=0.1500 buf= 20000 upd= 33778 | 8.3s
[ep  492/500] FAIL | dec=100 R=+127.28 gdist= 15.4 | eps=0.1500 buf= 20000 upd= 33878 | 7.3s
[ep  493/500] OK   | dec= 67 R=+110.46 gdist=  1.9 | eps=0.1500 buf= 20000 upd= 33945 | 5.0s
[ep  494/500] OK   | dec= 31 R= +92.72 gdist=  2.0 | eps=0.1500 buf= 20000 upd= 33976 | 2.3s
[ep  495/500] OK   | dec= 23 R= +87.59 gdist=  2.0 | eps=0.1500 buf= 20000 upd= 33999 | 1.6s
[ep  496/500] OK   | dec= 82 R=+108.62 gdist=  1.8 | eps=0.1500 buf= 20000 upd= 34081 | 6.2s
[ep  497/500] OK   | dec= 31 R= +92.50 gdist=  2.0 | eps=0.1500 buf= 20000 upd= 34112 | 2.3s
[ep  498/500] FAIL | dec=100 R= -20.00 gdist= 20.1 | eps=0.1500 buf= 20000 upd= 34212 | 7.5s
[ep  499/500] FAIL | dec=100 R=+128.56 gdist= 19.0 | eps=0.1500 buf= 20000 upd= 34312 | 7.4s
MovieWriter ffmpeg unavailable; trying to use <class 'matplotlib.animation.PillowWriter'> instead.
[ep  500/500] FAIL | dec=100 R= +82.97 gdist= 15.7 | eps=0.1500 buf= 20000 upd= 34412 | 202.0s [video saved]
  >>> Last 25 eps: success=40.00%  avg_R=+94.19  total_time=5488s

[train] Done. 500 episodes, overall success rate: 57.60%
  Checkpoint: /home/mihir/Data/DTQN/fov/dtqn_checkpoint.pt
  Summary:    train/episode_summary.csv
  Videos:     train/videos (every 25 eps)
